problem_id,description,name,tag,difficulty,try_count,accepted_count
27,"
Score : 200 points


Problem StatementHaving learned the multiplication table, Takahashi can multiply two integers between 1 and 9 (inclusive) together.
Given an integer N, determine whether N can be represented as the product of two integers between 1 and 9. If it can, print Yes; if it cannot, print No.




Constraints
1 \leq N \leq 100
N is an integer.







InputInput is given from Standard Input in the following format:
N





OutputIf N can be represented as the product of two integers between 1 and 9 (inclusive), print Yes; if it cannot, print No.






Sample Input 110





Sample Output 1Yes

10 can be represented as, for example, 2 \times 5.





Sample Input 250





Sample Output 2No

50 cannot be represented as the product of two integers between 1 and 9.





Sample Input 381





Sample Output 3Yes


",81,"Bruteforcing, Arithmetic, Implementation",0.719,518,335
28,"
Score : 100 points


Problem StatementFind the number of ways to choose a pair of an even number and an odd number from the positive integers between 1 and K (inclusive). The order does not matter.




Constraints
2\leq K\leq 100
K is an integer.







InputInput is given from Standard Input in the following format:
K





OutputPrint the number of ways to choose a pair of an even number and an odd number from the positive integers between 1 and K (inclusive).






Sample Input 13





Sample Output 12

Two pairs can be chosen: (2,1) and (2,3).





Sample Input 26





Sample Output 29






Sample Input 311





Sample Output 330






Sample Input 450





Sample Output 4625


",Pair,"Arithmetic, Counting, Boolean Operations On Geometric Objects",0.863,175,134
29,"
Score: 200 points


Problem StatementA country decides to build a palace.
In this country, the average temperature of a point at an elevation of x meters is T-x \times 0.006 degrees Celsius.
There are N places proposed for the place. The elevation of Place i is H_i meters.
Among them, Princess Joisino orders you to select the place whose average temperature is the closest to A degrees Celsius, and build the palace there.
Print the index of the place where the palace should be built.
It is guaranteed that the solution is unique.




Constraints
1 \leq N \leq 1000
0 \leq T \leq 50
-60 \leq A \leq T
0 \leq H_i \leq 10^5
All values in input are integers.
The solution is unique.







InputInput is given from Standard Input in the following format:
N
T A
H_1 H_2 ... H_N





OutputPrint the index of the place where the palace should be built.






Sample Input 12
12 5
1000 2000





Sample Output 11


The average temperature of Place 1 is 12-1000 \times 0.006=6 degrees Celsius.
The average temperature of Place 2 is 12-2000 \times 0.006=0 degrees Celsius.

Thus, the palace should be built at Place 1.





Sample Input 23
21 -11
81234 94124 52141





Sample Output 23


",Palace,"Bruteforcing, Arithmetic, Array",0.585,321,159
30,"
Score : 200 points


Problem StatementIt's now the season of TAKOYAKI FESTIVAL!
This year, N takoyaki (a ball-shaped food with a piece of octopus inside) will be served. The deliciousness of the i-th takoyaki is d_i.
As is commonly known, when you eat two takoyaki of deliciousness x and y together, you restore x \times y health points.
There are \frac{N \times (N - 1)}{2} ways to choose two from the N takoyaki served in the festival. For each of these choices, find the health points restored from eating the two takoyaki, then compute the sum of these \frac{N \times (N - 1)}{2} values.




Constraints
All values in input are integers.
2 \leq N \leq 50
0 \leq d_i \leq 100







InputInput is given from Standard Input in the following format:
N
d_1 d_2 ... d_N





OutputPrint the sum of the health points restored from eating two takoyaki over all possible choices of two takoyaki from the N takoyaki served.






Sample Input 13
3 1 2





Sample Output 111

There are three possible choices:

Eat the first and second takoyaki. You will restore 3 health points.
Eat the second and third takoyaki. You will restore 2 health points.
Eat the first and third takoyaki. You will restore 6 health points.

The sum of these values is 11.





Sample Input 27
5 0 7 8 3 3 2





Sample Output 2312


",TAKOYAKI FESTIVAL 2019,"Bruteforcing, Combinatorics, Arithmetic",0.901,353,285
31,"
Score : 200 points


Problem Statement
N friends of Takahashi has come to a theme park.
To ride the most popular roller coaster in the park, you must be at least K centimeters tall.
The i-th friend is h_i centimeters tall.
How many of the Takahashi's friends can ride the roller coaster?




Constraints

 1 \le N \le 10^5 
 1 \le K \le 500 
 1 \le h_i \le 500
All values in input are integers.







Input
Input is given from Standard Input in the following format:
N K
h_1 h_2 \ldots h_N





Output
Print the number of people among the Takahashi's friends who can ride the roller coaster.






Sample Input 14 150
150 140 100 200





Sample Output 12

Two of them can ride the roller coaster: the first and fourth friends.





Sample Input 21 500
499





Sample Output 20






Sample Input 35 1
100 200 300 400 500





Sample Output 35


",Roller Coaster,"Bruteforcing, Implementation, Counting",0.93,310,277
32,"
Score: 200 points


Problem Statement
Takahashi will do a tap dance. The dance is described by a string S where each character is L, R, U, or D. These characters indicate the positions on which Takahashi should step. He will follow these instructions one by one in order, starting with the first character.
S is said to be easily playable if and only if it satisfies both of the following conditions:

Every character in an odd position (1-st, 3-rd, 5-th, \ldots) is R, U, or D.
Every character in an even position (2-nd, 4-th, 6-th, \ldots) is L, U, or D.

Your task is to print Yes if S is easily playable, and No otherwise.




Constraints

S is a string of length between 1 and 100 (inclusive).
Each character of S is L, R, U, or D.







Input
Input is given from Standard Input in the following format:
S





Output
Print Yes if S is easily playable, and No otherwise.






Sample Input 1RUDLUDR





Sample Output 1Yes

Every character in an odd position (1-st, 3-rd, 5-th, 7-th) is R, U, or D.
Every character in an even position (2-nd, 4-th, 6-th) is L, U, or D.
Thus, S is easily playable.





Sample Input 2DULL





Sample Output 2No

The 3-rd character is not R, U, nor D, so S is not easily playable.





Sample Input 3UUUUUUUUUUUUUUU





Sample Output 3Yes






Sample Input 4ULURU





Sample Output 4No






Sample Input 5RDULULDURURLRDULRLR





Sample Output 5Yes


",Tap Dance,"Bruteforcing, Implementation, Bit Set",0.816,351,260
33,"
Score : 200 points


Problem StatementTakahashi's house has only one socket.
Takahashi wants to extend it with some number of power strips, each with A sockets, into B or more empty sockets.
One power strip with A sockets can extend one empty socket into A empty sockets.
Find the minimum number of power strips required.




Constraints
All values in input are integers.
2 \leq A \leq 20
1 \leq B \leq 20







InputInput is given from Standard Input in the following format:
A B





OutputPrint the minimum number of power strips required.






Sample Input 14 10





Sample Output 13

3 power strips, each with 4 sockets, extend the socket into 10 empty sockets.





Sample Input 28 9





Sample Output 22

2 power strips, each with 8 sockets, extend the socket into 15 empty sockets.





Sample Input 38 8





Sample Output 31


",Power Socket,"Bruteforcing, Arithmetic, Greedy Algorithm",0.361,852,279
34,"
Score : 200 points


Problem StatementGiven is a sequence of N integers A_1, \ldots, A_N.
Find the (multiplicative) inverse of the sum of the inverses of these numbers, \frac{1}{\frac{1}{A_1} + \ldots + \frac{1}{A_N}}.




Constraints
1 \leq N \leq 100
1 \leq A_i \leq 1000







InputInput is given from Standard Input in the following format:
N
A_1 A_2 \ldots A_N





OutputPrint a decimal number (or an integer) representing the value of \frac{1}{\frac{1}{A_1} + \ldots + \frac{1}{A_N}}.
Your output will be judged correct when its absolute or relative error from the judge's output is at most 10^{-5}.






Sample Input 12
10 30





Sample Output 17.5

\frac{1}{\frac{1}{10} + \frac{1}{30}} = \frac{1}{\frac{4}{30}} = \frac{30}{4} = 7.5.
Printing 7.50001, 7.49999, and so on will also be accepted.





Sample Input 23
200 200 200





Sample Output 266.66666666666667

\frac{1}{\frac{1}{200} + \frac{1}{200} + \frac{1}{200}} = \frac{1}{\frac{3}{200}} = \frac{200}{3} = 66.6666....
Printing 6.66666e+1 and so on will also be accepted.





Sample Input 31
1000





Sample Output 31000

\frac{1}{\frac{1}{1000}} = 1000.
Printing +1000.0 and so on will also be accepted.

",Resistors in Parallel,"Arithmetic, Bruteforcing",0.788,379,255
35,"
Score : 200 points


Problem StatementThere are 2000001 stones placed on a number line. The coordinates of these stones are -1000000, -999999, -999998, \ldots, 999999, 1000000.
Among them, some K consecutive stones are painted black, and the others are painted white.
Additionally, we know that the stone at coordinate X is painted black.
Print all coordinates that potentially contain a stone painted black, in ascending order.




Constraints
1 \leq K \leq 100
0 \leq X \leq 100
All values in input are integers.







InputInput is given from Standard Input in the following format:
K X





OutputPrint all coordinates that potentially contain a stone painted black, in ascending order, with spaces in between.






Sample Input 13 7





Sample Output 15 6 7 8 9

We know that there are three stones painted black, and the stone at coordinate 7 is painted black. There are three possible cases:

The three stones painted black are placed at coordinates 5, 6, and 7.
The three stones painted black are placed at coordinates 6, 7, and 8.
The three stones painted black are placed at coordinates 7, 8, and 9.

Thus, five coordinates potentially contain a stone painted black: 5, 6, 7, 8, and 9.





Sample Input 24 0





Sample Output 2-3 -2 -1 0 1 2 3

Negative coordinates can also contain a stone painted black.





Sample Input 31 100





Sample Output 3100


",One Clue,"Arithmetic, Bruteforcing, Array, Implementation",0.889,329,264
36,"
Score : 200 points


Problem StatementGiven is an integer N. Find the number of positive integers less than or equal to N that have an odd number of digits (in base ten without leading zeros).




Constraints
1 \leq N \leq 10^5







InputInput is given from Standard Input in the following format:
N





OutputPrint the number of positive integers less than or equal to N that have an odd number of digits.






Sample Input 111





Sample Output 19

Among the positive integers less than or equal to 11, nine integers have an odd number of digits: 1, 2, \ldots, 9.





Sample Input 2136





Sample Output 246

In addition to 1, 2, \ldots, 9, another 37 integers also have an odd number of digits: 100, 101, \ldots, 136.





Sample Input 3100000





Sample Output 390909


",Uneven Numbers,"String, Bruteforcing, Mathematics, Boolean Operations On Geometric Objects, Arithmetic",0.777,346,249
